rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbper_reflink,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmax_reflink,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rade_reflink,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radj_reflink,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmasse_reflink,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassj_reflink,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_dens_reflink,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccen_reflink,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insol_reflink,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqt_reflink,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincl_reflink,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmid_systemref,pl_tranmid_reflink,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_imppar_reflink,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandep_reflink,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandur_reflink,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdor_reflink,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratror_reflink,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdep_reflink,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtper_systemref,pl_orbtper_reflink,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_orblper_reflink,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvamp_reflink,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliq_reflink,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliq_reflink,st_spectype,st_spectype_reflink,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teff_reflink,st_rad,st_raderr1,st_raderr2,st_radlim,st_rad_reflink,st_mass,st_masserr1,st_masserr2,st_masslim,st_mass_reflink,st_met,st_meterr1,st_meterr2,st_metlim,st_met_reflink,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lum_reflink,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_logg_reflink,st_age,st_ageerr1,st_ageerr2,st_agelim,st_age_reflink,st_dens,st_denserr1,st_denserr2,st_denslim,st_dens_reflink,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsin_reflink,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotp_reflink,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radv_reflink,rastr,ra,decstr,dec,glat,glon,elat,elon,ra_reflink,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pm_reflink,sy_dist,sy_disterr1,sy_disterr2,sy_dist_reflink,sy_plx,sy_plxerr1,sy_plxerr2,sy_plx_reflink,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmag_reflink,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmag_reflink,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmag_reflink,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmag_reflink,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_kmag_reflink,sy_umag,sy_umagerr1,sy_umagerr2,sy_umag_reflink,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmag_reflink,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmag_reflink,sy_imag,sy_imagerr1,sy_imagerr2,sy_imag_reflink,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmag_reflink,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1mag_reflink,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2mag_reflink,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3mag_reflink,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4mag_reflink,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamag_reflink,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmag_reflink,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmag_reflink,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmag_reflink,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
5078,TOI-2421 b,TOI-2421,b,,,TIC 70524163,Gaia DR2 4968289907406396160,1,1,0,0,Transit,2022,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2022-08,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3474032,7.9e-06,-7.8e-06,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,0.0543,0.0021,-0.001,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,10.368,0.392,-0.381,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,0.925,0.035,-0.034,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,105.83686,25.10844,-25.10844,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,0.333,0.079,-0.079,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,Mass,0.52,0.15,-0.13,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,0.0,0.048,-0.052,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,923.6,47.8,-64.7,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,1534.0,20.0,-28.0,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,86.49,1.3,-0.76,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2458957.02765,0.00064,-0.00063,0.0,BJD-TDB,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,0.0,0.409,0.071,-0.13,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,0.2949,0.0071,-0.0075,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,4.8624,0.0408,-0.0408,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,6.67,0.34,-0.24,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,,,,,,,,,,,,,,BJD-TDB,,,,,,,37.8,8.6,-8.9,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,,,,,,,,,,,,5607.0,68.0,-68.0,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,1.75,0.05,-0.05,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,1.13,0.13,-0.06,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,0.19,0.083,-0.085,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,[Fe/H],0.436,0.015,-0.015,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,4.0,0.06,-0.04,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,7.5,1.7,-2.8,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,0.297,0.048,-0.031,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,,,,,,,,,,,,,,,02h12m36.96s,33.1540208,-35d23m27.31s,-35.3909182,-70.83548,243.46674,-45.12967,14.66645,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,29.1431094,0.0250187,-0.0250187,28.9144,0.0247612,-0.0247612,-3.64394,0.0378537,-0.0378537,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,327.927,3.248,-3.185,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3.02078,0.0296844,-0.0296844,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.02,0.141,-0.141,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.419,0.01,-0.01,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.09,0.024,-0.024,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.752,0.024,-0.024,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.667,0.021,-0.021,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.624,0.024,-0.024,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.678001,0.02,-0.02,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.623,0.04,-0.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.983,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.1554,0.000529,-0.000529,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10.6918,0.006,-0.006,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,0.0,0.0,0.0,0.0,0.0
5107,TOI-2842 b,TOI-2842,b,,,TIC 178162579,Gaia DR2 3046327742219111808,1,1,0,0,Transit,2023,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2023-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5514058,7.7e-06,-7.8e-06,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.0475,0.001,-0.0011,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,12.845,0.572,-0.538,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.146,0.051,-0.048,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,117.59651,16.52708,-14.93794,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.37,0.052,-0.047,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Mass,0.304,0.065,-0.056,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.0,,,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,781.8,63.9,-56.6,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1471.0,29.0,-27.0,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,84.42,0.34,-0.35,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2459172.17909,0.00077,-0.00077,0.0,BJD-TDB,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.0,0.785,0.02,-0.022,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.867,0.037,-0.036,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2.575,0.053,-0.053,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,8.07,0.3,-0.3,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,,,,,,,,,,,,,,BJD-TDB,,,,,,,45.2,5.8,-5.4,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,,,,,,,,,,,,5910.0,100.0,-100.0,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.27,0.04,-0.04,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.14,0.08,-0.08,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.233,0.087,-0.09,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,[Fe/H],0.246,0.036,-0.033,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.29,0.04,-0.04,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.7,3.0,-2.3,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.789,0.093,-0.084,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,,,,,,,,,,,,,,,07h12m10.61s,108.0442066,-10d38m21.62s,-10.63934,-0.2947,224.75062,-32.75874,111.21917,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,5.1823736,0.0625573,-0.0625573,3.13933,0.063329,-0.063329,4.1233,0.0621055,-0.0621055,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,460.995,7.719,-7.473,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2.14117,0.0354612,-0.0354612,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.253,0.065,-0.065,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.59,0.057,-0.057,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.41,0.024,-0.024,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.152,0.023,-0.023,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.062,0.019,-0.019,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.05,0.023,-0.023,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.101,0.022,-0.022,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11.247,0.146,-0.146,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,8.807,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.4636,0.000328,-0.000328,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.0327,0.0061,-0.0061,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,0.0,0.0,0.0,0.0,0.0
