rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
33267,TOI-2421 b,TOI-2421,b,,,TIC 70524163,Gaia DR2 4968289907406396160,1,1,1,0,0,Transit,2022,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2022-08,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,4.3474032,7.9e-06,-7.8e-06,0.0,0.0543,0.0021,-0.001,0.0,10.368,0.392,-0.381,0.0,0.925,0.035,-0.034,0.0,105.83686,25.10844,-25.10844,0.0,0.333,0.079,-0.079,0.0,,,,,,,,,,,,,,,,,105.83686,25.10844,-25.10844,0.0,0.333,0.079,-0.079,0.0,Mass,0.52,0.15,-0.13,0.0,0.0,0.048,-0.052,0.0,923.6,47.8,-64.7,0.0,1534.0,20.0,-28.0,0.0,86.49,1.3,-0.76,0.0,2458957.02765,0.00064,-0.00063,0.0,BJD-TDB,0.0,0.409,0.071,-0.13,0.0,0.2949,0.0071,-0.0075,0.0,4.8624,0.0408,-0.0408,0.0,6.67,0.34,-0.24,0.0,,,,,,,,,,,,,,,,,37.8,8.6,-8.9,0.0,,,,,,,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5607.0,68.0,-68.0,0.0,1.75,0.05,-0.05,0.0,1.13,0.13,-0.06,0.0,0.19,0.083,-0.085,0.0,[Fe/H],0.436,0.015,-0.015,0.0,4.0,0.06,-0.04,0.0,7.5,1.7,-2.8,0.0,0.297,0.048,-0.031,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h12m36.96s,33.1540208,-35d23m27.31s,-35.3909182,-70.83548,243.46674,-45.12967,14.66645,29.1431094,0.0250187,-0.0250187,28.9144,0.0247612,-0.0247612,-3.64394,0.0378537,-0.0378537,327.927,3.248,-3.185,3.02078,0.0296844,-0.0296844,12.02,0.141,-0.141,11.419,0.01,-0.01,10.09,0.024,-0.024,9.752,0.024,-0.024,9.667,0.021,-0.021,,,,,,,,,,,,,,,,9.624,0.024,-0.024,9.678001,0.02,-0.02,9.623,0.04,-0.04,8.983,,,11.1554,0.000529,-0.000529,,,,10.6918,0.006,-0.006,,,,2022-08-29,2022-08,2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0
33268,TOI-2421 b,TOI-2421,b,,,TIC 70524163,Gaia DR2 4968289907406396160,0,1,1,0,0,Transit,2022,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2022-08,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TESS Project Candidate,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.3474,1e-05,-1e-05,0.0,,,,,10.753,0.595,-0.595,0.0,0.959,0.053,-0.053,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.04,,,0.0,1475.0,,,0.0,,,,,2459139.61885,0.00094,-0.00094,0.0,BJD,0.0,,,,,0.352,5.6e-05,-5.6e-05,0.0,4.684,0.232,-0.232,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5618.0,132.5,-132.5,0.0,1.79,0.1,-0.1,0.0,,,,,,,,,,,,,,3.93,0.08,-0.08,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h12m36.96s,33.1540208,-35d23m27.31s,-35.3909182,-70.83548,243.46674,-45.12967,14.66645,29.1431094,0.0250187,-0.0250187,28.9144,0.0247612,-0.0247612,-3.64394,0.0378537,-0.0378537,327.927,3.248,-3.185,3.02078,0.0296844,-0.0296844,12.02,0.141,-0.141,11.419,0.01,-0.01,10.09,0.024,-0.024,9.752,0.024,-0.024,9.667,0.021,-0.021,,,,,,,,,,,,,,,,9.624,0.024,-0.024,9.678001,0.02,-0.02,9.623,0.04,-0.04,8.983,,,11.1554,0.000529,-0.000529,,,,10.6918,0.006,-0.006,,,,2023-03-16,2017-07,2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0
33331,TOI-2842 b,TOI-2842,b,,,TIC 178162579,Gaia DR2 3046327742219111808,0,1,1,0,0,Transit,2023,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2023-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TESS Project Candidate,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.5514016,8.7e-06,-8.7e-06,0.0,,,,,11.873,0.7,-0.7,0.0,1.059,0.062,-0.062,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.12,,,0.0,1198.0,,,0.0,,,,,2459225.449603,0.001103,-0.001103,0.0,BJD,0.0,,,,,0.848,0.000712,-0.000712,0.0,2.207,0.242,-0.242,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6019.0,143.3,-143.3,0.0,1.26,0.06,-0.06,0.0,,,,,,,,,,,,,,4.29,0.08,-0.08,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h12m10.61s,108.0442066,-10d38m21.62s,-10.63934,-0.2947,224.75062,-32.75874,111.21917,5.1823736,0.0625573,-0.0625573,3.13933,0.063329,-0.063329,4.1233,0.0621055,-0.0621055,460.995,7.719,-7.473,2.14117,0.0354612,-0.0354612,13.253,0.065,-0.065,12.59,0.057,-0.057,11.41,0.024,-0.024,11.152,0.023,-0.023,11.062,0.019,-0.019,,,,,,,,,,,,,,,,11.05,0.023,-0.023,11.101,0.022,-0.022,11.247,0.146,-0.146,8.807,,,12.4636,0.000328,-0.000328,,,,12.0327,0.0061,-0.0061,,,,2022-08-09,2017-07,2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0
33332,TOI-2842 b,TOI-2842,b,,,TIC 178162579,Gaia DR2 3046327742219111808,1,1,1,0,0,Transit,2023,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2023-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.5514058,7.7e-06,-7.8e-06,0.0,0.0475,0.001,-0.0011,0.0,12.845,0.572,-0.538,0.0,1.146,0.051,-0.048,0.0,117.59651,16.52708,-14.93794,0.0,0.37,0.052,-0.047,0.0,,,,,,,,,,,,,,,,,117.59651,16.52708,-14.93794,0.0,0.37,0.052,-0.047,0.0,Mass,0.304,0.065,-0.056,0.0,0.0,,,0.0,781.8,63.9,-56.6,0.0,1471.0,29.0,-27.0,0.0,84.42,0.34,-0.35,0.0,2459172.17909,0.00077,-0.00077,0.0,BJD-TDB,0.0,0.785,0.02,-0.022,0.0,0.867,0.037,-0.036,0.0,2.575,0.053,-0.053,0.0,8.07,0.3,-0.3,0.0,,,,,,,,,,,,,,,,,45.2,5.8,-5.4,0.0,,,,,,,,,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5910.0,100.0,-100.0,0.0,1.26,0.04,-0.04,0.0,1.14,0.08,-0.08,0.0,0.233,0.087,-0.09,0.0,[Fe/H],0.246,0.036,-0.033,0.0,4.29,0.04,-0.04,0.0,4.7,3.0,-2.3,0.0,0.789,0.093,-0.084,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h12m10.61s,108.0442066,-10d38m21.62s,-10.63934,-0.2947,224.75062,-32.75874,111.21917,5.1823736,0.0625573,-0.0625573,3.13933,0.063329,-0.063329,4.1233,0.0621055,-0.0621055,460.995,7.719,-7.473,2.14117,0.0354612,-0.0354612,13.253,0.065,-0.065,12.59,0.057,-0.057,11.41,0.024,-0.024,11.152,0.023,-0.023,11.062,0.019,-0.019,,,,,,,,,,,,,,,,11.05,0.023,-0.023,11.101,0.022,-0.022,11.247,0.146,-0.146,8.807,,,12.4636,0.000328,-0.000328,,,,12.0327,0.0061,-0.0061,,,,2023-02-27,2023-03,2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0
33590,TOI-954 b,TOI-954,b,,,TIC 44792534,Gaia DR2 4890874702443960832,1,1,1,0,0,Transit,2020,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,2021-02,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,3.6849729,2.7e-06,-2.8e-06,0.0,0.04963,0.00089,-0.0009,0.0,9.55,0.594,-0.695,0.0,0.852,0.053,-0.062,0.0,55.30242,5.72094,-5.40311,0.0,0.174,0.018,-0.017,0.0,55.30242,5.72094,-5.40311,0.0,0.174,0.018,-0.017,0.0,55.568,5.748,-5.748,0.0,0.17483,0.01809,-0.01809,0.0,55.30242,5.72094,-5.40311,0.0,0.174,0.018,-0.017,0.0,Mass,0.35,0.1,-0.07,0.0,0.14,0.18,-0.11,0.0,1393.0,66.0,-62.0,0.0,1526.0,123.0,-164.0,0.0,84.4,2.5,-0.6,0.0,2458411.90651,0.00084,-0.00078,0.0,BJD,0.0,0.56,0.04,-0.24,0.0,,,,,5.09,0.93,-0.37,0.0,5.63,0.18,-0.17,0.0,0.0462,0.0019,-0.0023,0.0,,,,,,,,,276.0,9.0,-174.0,0.0,20.7,2.0,-1.9,0.0,,,,,,,,,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,,5710.0,53.0,-49.0,0.0,1.89,0.08,-0.08,0.0,1.2,0.07,-0.06,0.0,0.215,0.05,-0.051,0.0,[Fe/H],0.535,0.029,-0.03,0.0,3.96,0.03,-0.02,0.0,6.14,0.3,-0.3,0.0,0.249,0.025,-0.021,0.0,5.6,0.5,-0.5,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h07m45.85s,61.9410587,-25d12m31.69s,-25.2088028,-46.1886,221.97775,-45.10208,52.91939,30.1826381,0.0448619,-0.0448619,-5.78682,0.0419702,-0.0419702,-29.6227,0.0449686,-0.0449686,238.768,1.905,-1.875,4.15951,0.0329002,-0.0329002,11.153,0.063,-0.063,10.343,0.005,-0.005,9.18,0.024,-0.024,8.891,0.026,-0.026,8.779,0.023,-0.023,,,,,,,,,,,,,,,,8.74,0.024,-0.024,8.797,0.019,-0.019,8.766,0.027,-0.027,8.53,,,10.2321,0.000223,-0.000223,,,,9.77919,0.006,-0.006,,,,2020-11-13,2021-02,2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0
33591,TOI-954 b,TOI-954,b,,,TIC 44792534,Gaia DR2 4890874702443960832,0,1,1,0,0,Transit,2020,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,2021-02,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TESS Project Candidate,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.68497,1e-05,-1e-05,0.0,,,,,9.055,0.476,-0.476,0.0,0.808,0.042,-0.042,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.27,,,0.0,1659.0,,,0.0,,,,,2459167.32483,0.00093,-0.00093,0.0,BJD,0.0,,,,,0.207,5.7e-05,-5.7e-05,0.0,4.536,0.486,-0.486,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5756.0,127.5,-127.5,0.0,1.93,0.1,-0.1,0.0,,,,,,,,,,,,,,3.88,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h07m45.85s,61.9410587,-25d12m31.69s,-25.2088028,-46.1886,221.97775,-45.10208,52.91939,30.1826381,0.0448619,-0.0448619,-5.78682,0.0419702,-0.0419702,-29.6227,0.0449686,-0.0449686,238.768,1.905,-1.875,4.15951,0.0329002,-0.0329002,11.153,0.063,-0.063,10.343,0.005,-0.005,9.18,0.024,-0.024,8.891,0.026,-0.026,8.779,0.023,-0.023,,,,,,,,,,,,,,,,8.74,0.024,-0.024,8.797,0.019,-0.019,8.766,0.027,-0.027,8.53,,,10.2321,0.000223,-0.000223,,,,9.77919,0.006,-0.006,,,,2022-08-08,2017-07,2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0
33592,TOI-954 b,TOI-954,b,,,TIC 44792534,Gaia DR2 4890874702443960832,0,1,1,0,0,Transit,2020,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,2021-02,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,3.6849729,2.6e-06,-2.4e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459156.27005,0.00054,-0.00054,0.0,BJD,0.0,0.36,0.18,-0.2,0.0,,,,,,,,,6.7,0.37,-0.63,0.0,0.0461,0.0011,-0.0008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,,5710.0,53.0,-49.0,0.0,1.89,0.08,-0.08,0.0,1.2,0.07,-0.06,0.0,0.215,0.05,-0.051,0.0,[Fe/H],0.535,0.029,-0.03,0.0,3.96,0.03,-0.02,0.0,6.14,0.3,-0.3,0.0,0.249,0.025,-0.021,0.0,5.6,0.5,-0.5,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h07m45.85s,61.9410587,-25d12m31.69s,-25.2088028,-46.1886,221.97775,-45.10208,52.91939,30.1826381,0.0448619,-0.0448619,-5.78682,0.0419702,-0.0419702,-29.6227,0.0449686,-0.0449686,238.768,1.905,-1.875,4.15951,0.0329002,-0.0329002,11.153,0.063,-0.063,10.343,0.005,-0.005,9.18,0.024,-0.024,8.891,0.026,-0.026,8.779,0.023,-0.023,,,,,,,,,,,,,,,,8.74,0.024,-0.024,8.797,0.019,-0.019,8.766,0.027,-0.027,8.53,,,10.2321,0.000223,-0.000223,,,,9.77919,0.006,-0.006,,,,2022-05-03,2022-05,2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0
33882,WASP-121 b,WASP-121,b,,,TIC 22529346,Gaia DR2 5565050255701441664,0,1,1,0,0,Transit,2016,<a refstr=DELREZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D/abstract target=ref>Delrez et al. 2016</a>,2016-06,Ground,SuperWASP,Canon 200mm f/1.8L,e2v CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=IVSHINA__AMP__WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..259...62I/abstract target=ref>Ivshina &amp; Winn 2022</a>,1.27492483,1.1e-07,-1.1e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457705.37012,0.00012,-0.00012,0.0,BJD-TDB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,-13.32514,250.2937,-60.79207,118.73972,25.8940345,0.0415779,-0.0415779,-3.84814,0.0395031,-0.0395031,25.6065,0.0416236,-0.0416236,269.898,1.58,-1.562,3.67631,0.0214,-0.0214,10.997,0.088,-0.088,10.514,0.006,-0.006,9.625,0.021,-0.021,9.439,0.025,-0.025,9.374,0.022,-0.022,,,,,,,,,,,,,,,,9.356,0.023,-0.023,9.387,0.019,-0.019,9.383,0.035,-0.035,9.175,0.511,-0.511,10.3746,0.000426,-0.000426,,,,10.056,0.006,-0.006,,,,2022-10-18,2022-04,2022-10-18,0.0,0.0,0.0,0.0,57.0,36.0
33883,WASP-121 b,WASP-121,b,,,TIC 22529346,Gaia DR2 5565050255701441664,1,1,1,0,0,Transit,2016,<a refstr=DELREZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D/abstract target=ref>Delrez et al. 2016</a>,2016-06,Ground,SuperWASP,Canon 200mm f/1.8L,e2v CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BOURRIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.205B/abstract target=ref>Bourrier et al. 2020</a>,1.27492504,1.5e-07,-1.4e-07,0.0,0.02596,0.00043,-0.00063,0.0,19.649,0.404,-0.404,0.0,1.753,0.036,-0.036,0.0,367.72747,22.24799,-22.24799,0.0,1.157,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,367.72747,22.24799,-22.24799,0.0,1.157,0.07,-0.07,0.0,Mass,0.266,0.024,-0.022,0.0,0.0,,,0.0,,,,,,,,,88.49,0.16,-0.16,0.0,2458119.72074,0.00017,-0.00017,0.0,BJD-TDB,0.0,0.1,0.01,-0.01,0.0,,,,,2.9053,0.0065,-0.0059,0.0,3.8131,0.0075,-0.006,0.0,0.12355,0.00033,-0.00029,0.0,,,,,,,,,10.0,10.0,-10.0,0.0,177.0,8.5,-8.1,0.0,87.2,0.41,-0.45,0.0,,,,,<a refstr=BOURRIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.205B/abstract target=ref>Bourrier et al. 2020</a>,,,,,,1.46,0.03,-0.03,0.0,1.36,0.07,-0.08,0.0,,,,,,,,,,,,,,,,,,0.6119,0.0536,-0.0536,0.0,,,,,1.13,,,1.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,-13.32514,250.2937,-60.79207,118.73972,25.8940345,0.0415779,-0.0415779,-3.84814,0.0395031,-0.0395031,25.6065,0.0416236,-0.0416236,269.898,1.58,-1.562,3.67631,0.0214,-0.0214,10.997,0.088,-0.088,10.514,0.006,-0.006,9.625,0.021,-0.021,9.439,0.025,-0.025,9.374,0.022,-0.022,,,,,,,,,,,,,,,,9.356,0.023,-0.023,9.387,0.019,-0.019,9.383,0.035,-0.035,9.175,0.511,-0.511,10.3746,0.000426,-0.000426,,,,10.056,0.006,-0.006,,,,2022-08-01,2020-03,2022-08-01,0.0,0.0,0.0,0.0,57.0,36.0
